"UniProt","name","direction","importance"
"Q9HBM1","SPC25","up",0.536577231778862
"Q08708","CLM6","down",0.493681448207572
"O00559","RCAS1","up",0.473878045651539
"Q8NBL1","KTEL1","up",0.461220396651978
"Q8WWW0","RASF5","up",0.440883424178233
"Q5VU65","P210L","down",0.435436805308126
"Q6UXK5","LRRN1:CD","up",0.433532995289263
"Q13637","RAB32","down",0.42527901339126
"P78344","IF4G2","down",0.42375327941554
"Q15007","FL2D","down",0.407163200864924
"Q96RJ3","BAFF Receptor","down",0.403631963454598
"Q9Y2H0","DLGP4","down",0.402580208414271
"P20674","COX5A","up",0.396467258261258
"Q92890","UFD1","down",0.385756871817341
"Q9P2W7","B3GA1","up",0.384550398835241
"O75347","TBCA","down",0.377380449952142
"Q02083","ASAHL","down",0.377232007348752
"P34897","GLYM","down",0.375209651345788
"Q96G28","CFA36","down",0.37276310950074
"O00625","PIR","down",0.372461882277341
"Q9BYD6","RM01","down",0.370449305977302
"O43399","TPD54","down",0.364332824390176
"A1A4F0","CC055","up",0.364219514823021
"P08195.1",NA,"down",0.363176113911994
"O00602","FCN1","down",0.363021911879613
"P26196","DDX6","down",0.362637259922656
"Q9Y613","FHOD1","down",0.362627857452509
"Q16623.1",NA,"down",0.362578528437905
"P0DJI8","SAA","down",0.359224816870932
"P21246","PTN","down",0.357351219511251
"Q9UJC5","SH3L2","down",0.357049575867634
"P14061","17-beta-HSD 1","up",0.356806526456505
"Q8IXI2","MIRO1","down",0.354270346325723
"P35606","COPB2","down",0.346866232124081
"P47929","Galectin-7","down",0.346787503512448
"P61018","RAB4B","down",0.344831545162149
"Q96I24","FUBP3","up",0.341031582640008
"O95926","SYF2","up",0.339959680063904
"Q9NUQ8","ABCF3","up",0.337766297735547
"P01137","TGF-b1","up",0.337447683360734
"P13726","TF","up",0.336588460339115
"Q08050","FOXM1","up",0.330512353895562
"P17677","NEUM","down",0.328810349776575
"P18859","CF6","up",0.327803600086193
"P28838","LAP","down",0.325599405245227
"P36404","ARL2","down",0.324832767774621
"Q8WU20","FRS2","up",0.324405842347258
"Q9Y606","TRUA","up",0.322418783920735
"P26639","SYTC","down",0.321624159315418
"Q9Y376","CAB39","down",0.318957243961532
"Q6BAA4","FCRLB","down",0.318702638641834
"Q92608","DOCK2","up",0.318253987223594
"Q9NS18","GLRX2","up",0.317670029437691
"P19105","MLRM","down",0.31600236925892
"Q07960.1",NA,"up",0.313689480674583
"P07948","LYNB","down",0.313500215135958
"P17252","PKC-A","down",0.31227997923916
"O14737","TFAR19","down",0.31227997923916
"Q6PKC3.1",NA,"up",0.311554486175821
"Q8NHR7","TERB2","up",0.310857480009509
"Q9H7Z7","PGES2","up",0.309426894515701
"Q9HAV7","GRPE1","up",0.309426894515701
"Q9NPJ3","ACO13","down",0.309299203475655
"P13501.1",NA,"down",0.309088536395329
"Q6IBS0","TWF2","down",0.308658360159563
"Q9NRM6.1",NA,"up",0.306891436954486
"Q92952","KCNN1","down",0.306035771165242
"Q92802","N42L2","up",0.304824476373601
"Q9UBQ0","VPS29","down",0.303238392950699
"Q9NSI8","SAMN1","up",0.303020743372626
"P05231.1",NA,"up",0.302190934740153
"P21283","VATC1","down",0.302091854578275
"P01229.P01215",NA,"down",0.301943607213335
"P22888","LSHR","down",0.301752438140075
"Q96LA5","FCRL2","up",0.301661266170371
"Q96GD3","SCMH1","up",0.301459965470654
"Q99584","S100A13","down",0.301128388349985
"Q9H0V9","LMA2L","up",0.300789056450272
"Q15907","RB11B","down",0.300747161003393
"P20138","Siglec-3","up",0.300050532716655
"O75915","PRAF3","down",0.298543524219133
"P13501","RANTES","down",0.298017134799209
"Q9H3U1","UN45A","up",0.297809837020925
"O75830","SPI2","down",0.296210595397328
"Q9NWS0","PIHD1","down",0.295017252710728
"Q05193","Dynamin","down",0.293887172828897
"P30084","Enoyl-CoA hydratase","up",0.293578557330752
"Q8TEA8","Histidyl-tRNA synthetase-related","down",0.293070159668053
"Q8NEY4","VATC2","down",0.293052652616169
"Q9BZM4","ULBP-3","up",0.292542654858776
"P41240","CSK","down",0.29243285993759
"Q7L9L4","MOL1A","down",0.290593392982023
"Q9Y2Q3","GSTK1","down",0.290546706345391
"P0C2L3","F163B","up",0.290145610658693
"P56377","AP1S2","up",0.290060014189274
"Q3ZCQ8","TIM50","up",0.290046122491215
"P10242","MYB","up",0.289970843396418
"O00478.1",NA,"down",0.288631711096123
"P20810","Calpastatin","up",0.288368909773256
"Q5D1E8","MCPIP","up",0.2883526281019
"Q99LC4.66",NA,"down",0.28833486485751
"P12081","Histidyl-tRNA synthetase","down",0.287887781647633
"P06307","CCKN","down",0.28754044668265
"Q99LC4.182",NA,"down",0.287506941533741
"P04062","GLCM","down",0.287343515438738
"Q9NQR4","NIT2","up",0.28724766619451
"Q06190","PP2A, subunit B","down",0.287048504002462
"Q9Y3X0","CCDC9","up",0.286842155078074
"Q9UK76","HN1","up",0.286374758730732
"P48728","GCST","up",0.286304962421025
"P51460","INSL3","up",0.286117572050933
"P01589","IL-2 sRa","up",0.286003025491919
"P01112","H-ras (WT)","down",0.285710283282078
"P26440","IVD","up",0.285533335800494
"P06753.1",NA,"down",0.284841896175648
"Q96B36","AKTS1","down",0.283921728770966
"P30419","NMT1","down",0.281838698667782
"P61586","Rho A","down",0.280811766028408
"Q5GAN3","RNS13","up",0.280734399863989
"Q9H4F1","SIA7D","down",0.280698489695877
"Q16831","UPP1","down",0.280416093890655
"Q96MZ0","GD1L1","down",0.280092842132619
"Q14982","OBCAM","down",0.279667326312198
"O43639","NCK2","down",0.279333805630279
"O75390","CISY","down",0.279333805630279
"Q8IUB2","WFDC3","up",0.278975242850161
"Q99426","TBCB","down",0.278529126183107
"P51149","Rab-7","down",0.278529126183107
"P35916.1",NA,"down",0.277830762846716
"O15294","OGT1","up",0.276920863723137
"O75106","Amine oxidase","down",0.275315801063079
"Q04912","MSP R","down",0.275073820101714
"Q96NR8","RDH12","up",0.275069078866303
"Q8N912","NRAC","down",0.274850472386373
"P11310","ACADM","up",0.273807473677085
"Q9NQG5","C20orf77","down",0.273495535705749
"Q4VC05","BCL7A","down",0.273270239169172
"Q96EP0","RNF31","up",0.272957068193359
"Q15762","CD226","up",0.2725601012207
"Q06187.1",NA,"down",0.27236818798687
"O14610","GBGT2","down",0.271763151714615
"Q8IZ57","NRSN1","up",0.271336818025405
"P50995","ANX11","down",0.271116979016291
"P33764","S100A3","up",0.270273724914847
"Q5BKX5","CS054","up",0.270117995301636
"A6NFY7","SDHF1","up",0.268892370462666
"P52943","CRIP2","up",0.268860710582118
"P20849","CO9A1","up",0.268719722123767
"P31483","TIA1","down",0.268565488706417
"P62308","RUXG","down",0.268518362350811
"P23368","MAOM","down",0.268412493326881
"Q99LC4.154",NA,"up",0.268365730035141
"Q13510","Acid ceramidase","up",0.267605480602199
"Q9BX68","HINT2","up",0.267482323977903
"P51911","Calponin-1","down",0.266698927658571
"Q96C19","EFHD2","down",0.266587689612625
"Q6UXI7","VITRN","up",0.265054709269025
"Q9NR31","SAR1A","down",0.265009082315883
"Q9H910","HN1L","up",0.264705440985336
"P30040","ERP29","down",0.264602844937021
"Q8TBN0","R3GEF","down",0.264347066457102
"O76036","NKp46","down",0.263815985504859
"Q86VW2","ARHGP","down",0.263714656070355
"P55107.1",NA,"down",0.263075587877959
"O75874","IDH","up",0.262214391415468
"Q15041","AR6P1","up",0.262135652321016
"Q15126","PMVK","up",0.261799889806783
"P43629","KI3L1","up",0.261674846645527
"Q9UGP4","LIMD1","up",0.261564237386769
"P12830","Cadherin E","down",0.2613906027842
"P10909","Clusterin","down",0.261302644068659
"P14555","NPS-PLA2","down",0.260826999171444
"P13051","UNG","down",0.260232876166495
"P50583","AP4A","down",0.26005943042169
"Q8N441","FGRL1","down",0.259766574630697
"Q9Y295","DRG1","down",0.259702713307382
"Q8TCS8","PNPT1","up",0.259702713307382
"P17612","PRKACA","down",0.259702713307382
"P01579","IFN-g","up",0.259636974928949
"Q9HCP0","KC1G1","down",0.25951190756511
"Q9NUI1","DECR2","up",0.259439618737521
"O75365","PRL-3","down",0.259196763967907
"Q9UJA9","ENPP5","up",0.258880468831198
"Q92851.2",NA,"up",0.258737190290022
"P56134","ATPK","up",0.25844977726105
"P07196","NFL","down",0.257839061010535
"Q9UL25","RAB21","down",0.257569656769647
"Q8NFT8.1",NA,"up",0.257456900713399
"P43405.1",NA,"down",0.257035733691645
"O43508","TWEAK","up",0.256896508306316
"Q9H0U4","RAB1B","down",0.256595139711925
"P22681","CBL","down",0.256123880621933
"P55884","EIF3B","down",0.25466074764895
"P56704","WNT3A","up",0.254431786147082
"P24158.1",NA,"up",0.25441591567317
"P27361","ERK-1","down",0.254114393126563
"Q8TDX7","NEK7","down",0.25331145942015
"P01877.P01876",NA,"up",0.253290475681827
"Q6P2E9","EDC4","down",0.253267342236443
"P60953","Cdc42Hs","down",0.252646393451925
"P32019","I5P2","down",0.25254481792451
"Q99697","PITX2","up",0.252461885654709
"P50570","DYN2","down",0.252270209131124
"Q92743","HTRA1","down",0.252186490646382
"Q13642","SLIM 1","down",0.251824515615261
"Q9Y5W5","WIF-1","down",0.251593774722676
"Q49B96","COX19","down",0.251340535095009
"P40313","CTRL","down",0.251300260823273
"Q9Y5U2","TSSC4","down",0.251131689333604
"Q15084","PDIA6","down",0.251061703976746
"P43359","MAGE-5","down",0.25100767437236
"P18084.P06756",NA,"down",0.250879900132002
"P34949","MPI","down",0.25012141968377
"P49137","MAPK2","down",0.250057193133711
"Q5VXJ0","LIPK","up",0.250026942448325
"Q8IXB1","DJC10","up",0.249287125978753
"Q92565","RPGF5","down",0.248581926782195
"Q9P283","SEM5B","up",0.248455708254772
"P22307.1",NA,"down",0.248321407849978
"P49748","ACADV","down",0.247874138139786
"Q8N128","F177A","up",0.247667310529328
"O75153","CLU","up",0.247640486660645
"Q05315","LPPL","up",0.247246232226297
"Q6UX27.1",NA,"up",0.24718203000224
"Q16836","HCDH","down",0.24699282423367
"Q9BW04","SARG","down",0.246858999700386
"Q96D15","RCN3","up",0.246720865199073
"Q99614","TTC1","down",0.246643092478462
"Q8IUR0","TPPC5","down",0.246258609240471
"P04233","HG2A","up",0.246190250926206
"Q969E3","UCN3","down",0.246190250926206
"O95479","G6PE","up",0.246158570793735
"Q08334","IL-10 Rb","up",0.245918943130108
"Q13203","MYBPH","down",0.245736213391095
"O43555","GON2","down",0.245571264601365
"Q8TAT6","NPL4","down",0.245537272095393
"Q6ZMJ4","IL-34","down",0.245533552319333
"P05771","PKC-B-II","down",0.2454807966954
"Q6P1L8","RM14","up",0.245127803942521
"O94903","PROSC","down",0.24492248766913
"P46108","CRK","down",0.244521650943195
"Q13901","C1D","up",0.244382961600512
"P24844","MYL9","down",0.243817683798191
"O95672","ECEL1","up",0.243360124850677
"Q15642","CIP4","down",0.243060126472803
"Q96AG4","LRC59","down",0.243060126472803
"Q99417","MYCBP","down",0.243060126472803
"Q14847","LASP-1","down",0.243060126472803
"P12814","ACTN1","down",0.243060126472803
"Q00059","TFAM","down",0.243060126472803
"P50225","SULT 1A1*2","down",0.242152682769585
"P51878","Caspase-5","down",0.241834390874958
"Q9UBU3","Obestatin","down",0.24176278695872
"P47712","cPLA2-alpha","down",0.241033735512529
"Q9H9G7","AGO3","up",0.240958805872072
"Q9UMR2","DEAD-box protein 19B","down",0.240459228263208
"Q96AB6","NTAN1","up",0.239917023844849
"Q63HM9","PLCX3","up",0.239785334146017
"Q96HZ4","HES6","up",0.239669148039989
"Q8IX03","WWC1","up",0.239286251581119
"Q02297","SMDF","up",0.239112388959618
"Q9Y3E7","CHMP3","up",0.239029323702536
"Q16663.1",NA,"down",0.239002616396735
"P35542","SAA-4","down",0.238487464199808
"P68106","FKB1B","down",0.238439652138902
"Q6PI48","SYDM","down",0.238170680185661
"Q96I25","SPF45","down",0.238130181469839
"Q4V328","GRAP1","down",0.237560692697145
"Q9HB90","RRAGC","down",0.237478547706634
"P25098","BARK1","down",0.237248998668317
"Q9BXY4","RSPO3","up",0.23667776582457
"Q9BY43","CHM4A","down",0.23588307051251
"P41217","OX2G","down",0.235834415970836
"Q9UN19","DAPP1","down",0.235617685769352
"P49407","ARRB1","down",0.235617685769352
"Q9BTK6","PA1","down",0.235617685769352
"P30405.1",NA,"down",0.235617685769352
"P62979","Ubiquitin+1","up",0.235557119823679
"Q99LC4.7",NA,"down",0.235481385522421
"P14136","GFAP","up",0.235377702688716
"Q7Z7E8.1",NA,"up",0.235375635642542
"Q14642","I5P1","down",0.234277684743649
"P43361","MAGA8","up",0.234117436213438
"Q9BRF8","CSTP1","up",0.234107981254059
"Q9UJY5","GGA1","down",0.233674913188274
"Q9Y662","HS3SB","up",0.233062908280346
"Q6UW15","REG3G","down",0.232083240895143
"Q99LC4.144",NA,"up",0.231945227582059
"P10645","CgA","down",0.2319115649359
"Q9H446","RWDD1","down",0.231827964539191
"Q9H4A5","GLP3L","down",0.231800296500711
"Q14681","KCTD2","down",0.231796772449323
"Q92851","Caspase-10:region 2","down",0.231646194941063
"P35557","HXK4","down",0.231520941233395
"O95972","BMP15","down",0.231197419880947
"Q9NS62","THSD1","up",0.23075188184313
"O00462","MANBA","up",0.230677494010899
"Q9HB71","CYBP","down",0.229907568274294
"P20336","Rab3A","up",0.229786111397895
"P48304.1",NA,"down",0.229526822379659
"O75976","CBPD","down",0.22944053193265
"P20800","Endothelin 2","down",0.228673344603292
"O00151","PDLI1","down",0.228669341990577
"P12931","p60-Src","down",0.228669341990577
"Q15067","ACOX1","down",0.228669341990577
"P36980","FHR2","down",0.228650721556763
"O95169","NDUB8","up",0.227952138113307
"Q99LC4.205",NA,"down",0.227668085275182
"P68036.P0CG47.1",NA,"down",0.227482387805859
"Q96PD4.1",NA,"down",0.227035877760358
"Q9GZN2","TGIF2","up",0.22703489673569
"P02649.1",NA,"down",0.226795120782762
"Q96HC4","PDLI5","down",0.225768648997497
"P58400","NRX1B","down",0.225646059492264
"O00170","AIP","up",0.225363672150784
"P58294","EG-VEGF","up",0.22515976683542
"Q6EBC2","IL-31","down",0.224775726533987
"P21815","BSP","up",0.224527225970744
"Q8IZV5","RDH10","down",0.22436136606727
"Q9P2G3","KLH14","up",0.224235914124067
"Q96RU2","UBP28","up",0.224168818101746
"P55773","MPIF-1","up",0.223983600439022
"P63172","DYLT1","up",0.223377395136422
"A1Z1Q3","MACD2","down",0.223361313510942
"O60739","EIF1B","down",0.222984668031011
"Q8TD55","PKHO2","up",0.222963530751008
"Q96CU9","FXRD1","up",0.222933216566757
"Q9Y4P3","TBL2","down",0.222161726488076
"Q9Y696","CLIC4","down",0.222161726488076
"P21291","Cysteine-rich protein 1","down",0.222161726488076
"P41250","Glycyl t-RNA synthetase","down",0.222161726488076
"Q99717","SMAD5","down",0.222161726488076
"O95081","AGFG2","down",0.222161726488076
"Q9Y6E2","BZW2","down",0.222161726488076
"Q9Y608","LRRF2","down",0.222161726488076
"P30405","Cyclophilin F","down",0.222161726488076
"O60496.1",NA,"down",0.222022897923857
"Q15884.1",NA,"up",0.222000309267113
"O95498","VNN2","up",0.221978300242541
"P12277","CK-BB","down",0.221575710824086
"Q8IWT1","SCN4B","up",0.221263082715736
"Q12778","FOXO1A","down",0.221215120258086
"Q8TB40","ABHD4","up",0.220769681942895
"Q99471","PFD5","up",0.22066511832061
"Q8TAE8","G45IP","down",0.220649447012306
"P11413","G6PD","down",0.22035651128626
"Q14596","NBR1","down",0.22017587171125
"P11215","Integrin alpha-M","up",0.220175063555649
"Q9Y6E0","STK24","down",0.220082587520816
"P48052","CBPA2","up",0.219761439699814
"A6NGZ8","CX068","up",0.219414173488136
"Q30KP9","DB135","down",0.218979166754966
"Q13424","Alpha-1-syntrophin","down",0.218634870980679
"Q96EK6","GNA1","down",0.21857750034361
"F5H284","PAL4D","up",0.21851774929956
"Q96FC7","PHIPL","down",0.218046774799765
"O43708","MAAI","up",0.218046774799765
"Q5T1C6","THEM4","up",0.218023089891737
"Q9UQN3","CHM2B","down",0.217960154753123
"P21580","TNFAIP3","up",0.217559632179054
"P01308","Insulin","up",0.217364618262478
"P28838.1",NA,"down",0.217312060845408
"Q96N21","AP4AT","up",0.217252149007156
"Q8N766","EMC1","up",0.21716523528356
"P61604","HSP 10","down",0.217096473980123
"P45985","MP2K4","up",0.216992833199197
"Q96IZ0","PAWR","up",0.216815799198545
"Q9H4A9","DPEP2","down",0.216442614701113
"Q9BUP3.1",NA,"up",0.216162094177129
"Q15691","MARE1","down",0.216050579334484
"O43865","SAHH2","down",0.216050579334484
"P53779","MK10","down",0.216050579334484
"P28332","ADH6","down",0.216050579334484
"Q06187","BTK","down",0.216050579334484
"P12931.1",NA,"down",0.216050579334484
"P30101.1",NA,"down",0.216050579334484
"P20963.1",NA,"up",0.215808008009989
"P40121","CAPG","down",0.215778332595189
"P56962","STX17","up",0.215628432566424
"Q96PL2","TECTB","down",0.215449718963677
"Q8IYU8","EFHA1","down",0.215272544923743
"Q9H299","SH3BGRL3-like protein","down",0.21515738381067
"Q9Y5E2","PCDB7","up",0.215110512375794
"Q9P109","GCNT4","up",0.214905103419551
"P49720","PSB3","up",0.214671479555382
"Q9NZ52","GGA3","down",0.214646592420752
"Q86YB8","ERO1B","down",0.214634270133996
"O94992","HEXI1","down",0.21445578667848
"Q8IYS2","K2013","down",0.214454338818446
"P40926.1",NA,"down",0.214323673577502
"P32321","DCTD","down",0.214323673577502
"A8MQ03","CRTP1","up",0.214139144896313
"P78325","ADAM-8","up",0.213411058974872
"P20393","NR1D1","down",0.213409827294656
"Q96IW2","SHD","down",0.213126151177438
"Q99LC4.3",NA,"down",0.21303587941032
"P17706","TCPTP","up",0.212849080480447
"O15182","CETN3","up",0.21262248987289
"Q5VIR6","VPS53","up",0.21229834916391
"P98172","EFNB1","up",0.212265181724812
"Q7Z4H8","KDEL2","up",0.212074578551683
"Q9BYC5","FUT8","up",0.212036904765142
"P48047","ATPO","up",0.211729232315071
"Q5VUM1","CF057","up",0.21137169249324
"Q15485.1",NA,"up",0.211244353099641
"Q8NHS9","SPT22","up",0.211159514048636
"P62263","RS14","down",0.21111808188153
"P05387","RLA2","up",0.211013337656142
"Q15223","nectin-1 gamma:ECD","up",0.210920448325341
"Q13418","ILK1","down",0.210298877742377
"P40926","Malate dehydrogenase 2","down",0.210298877742377
"Q92930","RAB8B","down",0.210298877742377
"Q9Y243","PKB gamma","down",0.210298877742377
"P14618","M2-PK","down",0.210298877742377
"P63104","14-3-3 protein zeta/delta","down",0.210298877742377
"P67936","Tropomyosin 4","down",0.210298877742377
"Q96F85","CB032","up",0.210298231181363
"O15305","Phosphomannomutase 2","down",0.21008308492838
"P29692","EF1D","down",0.21008308492838
"Q6GQQ9","OTU7B","down",0.209688985546632
"P45984.1",NA,"up",0.209374793019688
"Q14289","FAK2:FERM","down",0.209348509089235
"Q8N6H7","ARFG2","down",0.209348509089235
"P18564.P06756",NA,"down",0.209348509089235
"P56937.1",NA,"down",0.208759333967743
"Q8IVY1","CA210","up",0.208701241284952
"Q9NRG1","PRDC1","down",0.208455985316119
"P31749.1",NA,"down",0.208448532219159
"O00175","Eotaxin-2","up",0.208289313933438
"Q8WV07","ORAV1","down",0.207992432289718
"P36873","PP1G","down",0.207715455802589
"Q9UEE9","CFDP1","up",0.207514388988992
"P42773","CDN2C","down",0.207325619858707
"Q16674","MIA","up",0.207283326330894
"Q6NT46","GAG2A","up",0.206749413326724
"P68104.1",NA,"down",0.206654089848646
"P53999","TCP4","down",0.206464283774377
"P06703","S100A6","up",0.206353195858893
"Q9UIC8","LCMT1","up",0.206353195858893
"P11182","ODB2","up",0.206338912952568
"Q9C002","NMES1","up",0.206111559649236
"P15882","CHIN","down",0.206011593056742
"Q9UBP0","Spastin:MIT","down",0.206005583090116
"O15382","BCAT2","up",0.206005583090116
"P29350","PTP-1C","down",0.205925776208975
"O60235","TM11D","down",0.205858739154766
"Q9NYA1","Sphingosine kinase 1","down",0.20557111683155
"Q99962","SH3G2","down",0.205417874750037
"P50552","VASP","down",0.205417874750037
"Q8WV92","MITD1","down",0.205417874750037
"Q04721.2",NA,"up",0.205075450746814
"Q9Y6X2","PIAS3","down",0.205045991548742
"P54819","KAD2","down",0.20487544500652
"P07737","Profilin-1","down",0.20487544500652
"A0AVT1","UBA6","down",0.20487544500652
"P22392","NDP kinase B","down",0.20487544500652
"Q9BQA9","CQ062","up",0.204545977096051
"Q9UNF0","PACN2","down",0.204444449633499
"Q9UHQ1","NARF","up",0.204301377050277
"Q969T4","UB2E3","down",0.204278041168621
"Q6NW29","RWDD4","down",0.204051664968331
"Q01105","SET","up",0.203986936892318
"O15539","RGS5","down",0.203485735786881
"P07766.1",NA,"up",0.202754200371851
"P29459.P29460",NA,"down",0.202668259532456
"Q9UEF7","KLOTHO","up",0.202283554782608
"Q6EMK4","VASN","up",0.202134717151687
"Q96LB9","PGRP-I-alpha","down",0.202059183382176
"Q9HAT8","PELI2","down",0.201771057213714
"Q9H0E2","tollip","down",0.201636384408151
"P56192","SYMC","down",0.201636384408151
"Q99714","ERAB","up",0.201094842504746
"Q9BR61","ACBD6","down",0.200899534248675
"Q99963","SH3G3","down",0.200899534248675
"Q9NWX6","THG1","up",0.200795646530773
"Q15366","PCBP2","down",0.200681670544407
"P35914","HMGCL","down",0.200681670544407
"Q9H257","CARD9","up",0.200543838518332
"P07951","Tropomyosin 2","down",0.200367636005851
"P13612.P05556",NA,"down",0.200345229841976
"Q969X0","RIPL2","down",0.200175549123257
"Q8WUJ0","STYX","down",0.199948893519194
"P51636","CAV2","up",0.199912355259199
"Q4KMG9","TM52B","up",0.199556885319469
"P31946","14-3-3 protein beta/alpha","down",0.19954769311569
"P35318","Adrenomedullin","up",0.199370187057786
"P07492","Gastrin-releasing peptide","up",0.199166908791922
"P37023","ALK-1","up",0.199067737224033
"Q9BXS1","IDI2","up",0.198193413254354
"Q15172","2A5A","down",0.198128676128098
"Q9Y696.1",NA,"down",0.198128676128098
"Q5SW96","ARH","down",0.198109837165152
"Q92823","Nr-CAM","up",0.198030232451306
"Q9H3U1.1",NA,"down",0.197892865764294
"Q9ULH4","LRFN2","down",0.197512295257786
